"claim_id","claim","evidence_status","source_id","locator","retrieval_date","supports_page","notes","interpretive_status","editorial_status","publication_status","status_reason","superseded_by"
"IH-336","Standing rule 1: Two chronological instruments (metrical stratum, book order) are reported together; neither is used alone for a directional claim. (C-05)","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L584","","","STANDING RULE 1 of 26, consolidated from the correction history. Normative directive rather than an empirical claim; what is checkable is the attribution to the correction(s) named in the parentheses. Transcribed verbatim in 00-CONTROLLER/RESEARCH-CONSTITUTION.md.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-337","Standing rule 2: Exact lemma forms; data-source gaps stated on the page. (C-04)","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L585","","","STANDING RULE 2 of 26, consolidated from the correction history. Normative directive rather than an empirical claim; what is checkable is the attribution to the correction(s) named in the parentheses. Transcribed verbatim in 00-CONTROLLER/RESEARCH-CONSTITUTION.md.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-338","Standing rule 3: Collocation beats etymology; phonotactics cannot test substrate origin. (C-09, C-10)","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L586","","","STANDING RULE 3 of 26, consolidated from the correction history. Normative directive rather than an empirical claim; what is checkable is the attribution to the correction(s) named in the parentheses. Transcribed verbatim in 00-CONTROLLER/RESEARCH-CONSTITUTION.md.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-339","Standing rule 4: Attestation ≠ derivation ≠ meaning; give all three. (C-11; PENDING anti-deflection law §3)","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L587","","","STANDING RULE 4 of 26, consolidated from the correction history. Normative directive rather than an empirical claim; what is checkable is the attribution to the correction(s) named in the parentheses. Transcribed verbatim in 00-CONTROLLER/RESEARCH-CONSTITUTION.md.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-340","Standing rule 5: Both halves in the same breath; the indictment first; the headline carries the argument. (C-07; anti-deflection law)","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L588","","","STANDING RULE 5 of 26, consolidated from the correction history. Normative directive rather than an empirical claim; what is checkable is the attribution to the correction(s) named in the parentheses. Transcribed verbatim in 00-CONTROLLER/RESEARCH-CONSTITUTION.md.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-341","Standing rule 6: Symmetry of skepticism: an objection faces the four tests (what it requires; who holds it and at what cost; evidence or absence; has the settling corpus been assembled and funded). ""Contested"" is not a verdict. (C-16 6.5; B.11)","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L589","","","STANDING RULE 6 of 26, consolidated from the correction history. Normative directive rather than an empirical claim; what is checkable is the attribution to the correction(s) named in the parentheses. Transcribed verbatim in 00-CONTROLLER/RESEARCH-CONSTITUTION.md.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-342","Standing rule 7: Controlled absence: silence in a curated record is not refutation; a gap permits agnosticism, not invention. (B.12)","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L590","","","STANDING RULE 7 of 26, consolidated from the correction history. Normative directive rather than an empirical claim; what is checkable is the attribution to the correction(s) named in the parentheses. Transcribed verbatim in 00-CONTROLLER/RESEARCH-CONSTITUTION.md.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-343","Standing rule 8: An attested family and an unattested hypothetical donor are not equal; the unattested one earns a note, not a lane — and is not dismissed on its proponent's identity. (C-17)","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L591","","","STANDING RULE 8 of 26, consolidated from the correction history. Normative directive rather than an empirical claim; what is checkable is the attribution to the correction(s) named in the parentheses. Transcribed verbatim in 00-CONTROLLER/RESEARCH-CONSTITUTION.md.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-344","Standing rule 9: Every scholar cited through another scholar or a slide is HELD until read. (C-18; Rule 7)","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L592","","","STANDING RULE 9 of 26, consolidated from the correction history. Normative directive rather than an empirical claim; what is checkable is the attribution to the correction(s) named in the parentheses. Transcribed verbatim in 00-CONTROLLER/RESEARCH-CONSTITUTION.md.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-345","Standing rule 10: Verify venue, peer-review status, reception, co-authors, funding — before vouching either way; say ""unverified"" when it is. (C-24)","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L593","","","STANDING RULE 10 of 26, consolidated from the correction history. Normative directive rather than an empirical claim; what is checkable is the attribution to the correction(s) named in the parentheses. Transcribed verbatim in 00-CONTROLLER/RESEARCH-CONSTITUTION.md.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-346","Standing rule 11: Audit before build; strong claims on strong sources; weak sources demoted or dropped. (C-26)","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L594","","","STANDING RULE 11 of 26, consolidated from the correction history. Normative directive rather than an empirical claim; what is checkable is the attribution to the correction(s) named in the parentheses. Transcribed verbatim in 00-CONTROLLER/RESEARCH-CONSTITUTION.md.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-347","Standing rule 12: A search named as owed is a dependency; a page depending on it is INCOMPLETE. (C-25)","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L595","","","STANDING RULE 12 of 26, consolidated from the correction history. Normative directive rather than an empirical claim; what is checkable is the attribution to the correction(s) named in the parentheses. Transcribed verbatim in 00-CONTROLLER/RESEARCH-CONSTITUTION.md.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-348","Standing rule 13: Regex flags are read in context before they become findings. (C-27)","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L596","","","STANDING RULE 13 of 26, consolidated from the correction history. Normative directive rather than an empirical claim; what is checkable is the attribution to the correction(s) named in the parentheses. Transcribed verbatim in 00-CONTROLLER/RESEARCH-CONSTITUTION.md.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-349","Standing rule 14: Counts are ls/data-derived, never a running tally or a stated figure taken on trust — including in Claude's own reports. (C-28, C-34)","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L597","","","STANDING RULE 14 of 26, consolidated from the correction history. Normative directive rather than an empirical claim; what is checkable is the attribution to the correction(s) named in the parentheses. Transcribed verbatim in 00-CONTROLLER/RESEARCH-CONSTITUTION.md.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-350","Standing rule 15: A badge is not a record: DOI, locus, method, supports, does-not-support. (C-29)","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L598","","","STANDING RULE 15 of 26, consolidated from the correction history. Normative directive rather than an empirical claim; what is checkable is the attribution to the correction(s) named in the parentheses. Transcribed verbatim in 00-CONTROLLER/RESEARCH-CONSTITUTION.md.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-351","Standing rule 16: Interest disclosure for living authors writing from within an institutional project. (C-30)","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L599","","","STANDING RULE 16 of 26, consolidated from the correction history. Normative directive rather than an empirical claim; what is checkable is the attribution to the correction(s) named in the parentheses. Transcribed verbatim in 00-CONTROLLER/RESEARCH-CONSTITUTION.md.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-352","Standing rule 17: Check the headline for overclaim in the platform's own direction as rigorously as for deflection. (C-31; Rule 16)","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L600","","","STANDING RULE 17 of 26, consolidated from the correction history. Normative directive rather than an empirical claim; what is checkable is the attribution to the correction(s) named in the parentheses. Transcribed verbatim in 00-CONTROLLER/RESEARCH-CONSTITUTION.md.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-353","Standing rule 18: Living figures: only the convicted, only the record. (C-20)","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L601","","","STANDING RULE 18 of 26, consolidated from the correction history. Normative directive rather than an empirical claim; what is checkable is the attribution to the correction(s) named in the parentheses. Transcribed verbatim in 00-CONTROLLER/RESEARCH-CONSTITUTION.md.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-354","Standing rule 19: No meta-commentary, no ""you,"" no ""that reverses what I said"" on a published page or document. (C-06, C-38)","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L602","","","STANDING RULE 19 of 26, consolidated from the correction history. Normative directive rather than an empirical claim; what is checkable is the attribution to the correction(s) named in the parentheses. Transcribed verbatim in 00-CONTROLLER/RESEARCH-CONSTITUTION.md.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-355","Standing rule 20: Never reference a page from memory; run the cross-link check. (C-22)","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L603","","","STANDING RULE 20 of 26, consolidated from the correction history. Normative directive rather than an empirical claim; what is checkable is the attribution to the correction(s) named in the parentheses. Transcribed verbatim in 00-CONTROLLER/RESEARCH-CONSTITUTION.md.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-356","Standing rule 21: Files only on request. (C-21)","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L604","","","STANDING RULE 21 of 26, consolidated from the correction history. Normative directive rather than an empirical claim; what is checkable is the attribution to the correction(s) named in the parentheses. Transcribed verbatim in 00-CONTROLLER/RESEARCH-CONSTITUTION.md.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-357","Standing rule 22: Compaction is not a reset; ask for files, do not reconstruct. (C-23)","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L605","","","STANDING RULE 22 of 26, consolidated from the correction history. Normative directive rather than an empirical claim; what is checkable is the attribution to the correction(s) named in the parentheses. Transcribed verbatim in 00-CONTROLLER/RESEARCH-CONSTITUTION.md.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-358","Standing rule 23: Version-pin; published version; record that the preprint differed. (C-12)","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L606","","","STANDING RULE 23 of 26, consolidated from the correction history. Normative directive rather than an empirical claim; what is checkable is the attribution to the correction(s) named in the parentheses. Transcribed verbatim in 00-CONTROLLER/RESEARCH-CONSTITUTION.md.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-359","Standing rule 24: Never back-project a modern language label; ""Language X"" stays in the northwest; cite the right discipline; ancient ancestry ≠ late language. (PENDING-RULES 14–17, proposed)","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L607","","","STANDING RULE 24 of 26, consolidated from the correction history. Normative directive rather than an empirical claim; what is checkable is the attribution to the correction(s) named in the parentheses. Transcribed verbatim in 00-CONTROLLER/RESEARCH-CONSTITUTION.md.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-360","Standing rule 25: Northern priority is an artefact of excavation density and publication politics; never present as settled. (D-10)","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L608","","","STANDING RULE 25 of 26, consolidated from the correction history. Normative directive rather than an empirical claim; what is checkable is the attribution to the correction(s) named in the parentheses. Transcribed verbatim in 00-CONTROLLER/RESEARCH-CONSTITUTION.md.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-361","Standing rule 26: Debrahminize = strip the thumb from the scale, not press the other pan. (VELI-00 SO 11; PENDING-RULE 7)","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L609","","","STANDING RULE 26 of 26, consolidated from the correction history. Normative directive rather than an empirical claim; what is checkable is the attribution to the correction(s) named in the parentheses. Transcribed verbatim in 00-CONTROLLER/RESEARCH-CONSTITUTION.md.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-362","The handoff is COMPLETE as a handoff, while the project it describes is INCOMPLETE.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L615","","","Section 12, the handoff's own status declaration under Rule 13, workflow step J.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-363","In compiling the handoff, all twelve project files were read in full, all five threads were searched on the named correction topics, the T1 asymmetric-skepticism turn was read in full, the chronology of corrections was reconstructed from the retrievable record, statuses were separated as instructed, and nineteen cross-document contradictions and sixty ranked work items were logged.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L617","","","Section 12, what the document did. The counts of nineteen contradictions and sixty work items are checkable against sections 9 and 10 of the handoff itself.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-364","The handoff could not read the 6 September session of thread T2, which was not retrievable; if that session contains decisions or corrections beyond those reconstructed in section 3, they must be added by someone who can see it.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L620","","","Section 12, admitted limitation. This is the same gap recorded at L14 and is why C-17, C-18 and C-25 are reconstructions.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
